"Subject"	"Stim"	"Exp"	"Letter"	"Direction"	"Shot"	"Time"	"Answer"	"Video"	"count_ExperimentLoop"	"item"	"repeat."	"response"	"RT"	"time_ScreenForResponse"	"correct"
"2278"	"13"	"118"	"2"	"x"	"4"	"10"	"2"	0	"S10C4T2"	0	NA	NA	"q"	2136	33109	""
"2461"	"14"	"121"	"2"	"x"	"4"	"10"	"2"	0	"S10C4T2"	0	NA	NA	"m"	2205	4939	""
"2670"	"15"	"150"	"2"	"x"	"4"	"10"	"2"	1	"S10C4T2"	0	NA	NA	"x"	477	13435	"t2"
"2821"	"16"	"121"	"2"	"x"	"4"	"10"	"2"	0	"S10C4T2"	0	NA	NA	"m"	2205	4939	""
"2879"	"16"	"179"	"2"	"x"	"4"	"10"	"2"	0	"S10C4T2"	0	NA	NA	"m"	1753	81786	""
"3116"	"18"	"56"	"2"	"x"	"4"	"10"	"2"	1	"S10C4T2"	0	NA	NA	"x"	968	3832	"t2"
"3322"	"19"	"82"	"2"	"x"	"4"	"10"	"2"	1	"S10C4T2"	0	NA	NA	"x"	447	43024	"t2"
"3547"	"20"	"127"	"2"	"x"	"4"	"10"	"2"	0	"S10C4T2"	0	NA	NA	"p"	958	22706	""
"15"	"1"	"15"	"1"	"x"	"4"	"10"	"3"	1	"S10C4T3"	0	NA	NA	"x"	501	22700	"t3"
"341"	"2"	"161"	"1"	"x"	"4"	"10"	"3"	0	"S10C4T3"	0	NA	NA	"q"	517	19394	""
"510"	"3"	"150"	"1"	"x"	"4"	"10"	"3"	0	"S10C4T3"	0	NA	NA	"q"	331	20948	""
"619"	"4"	"79"	"1"	"x"	"4"	"10"	"3"	0	"S10C4T3"	0	NA	NA	"q"	5298	60402	""
"878"	"5"	"158"	"1"	"x"	"4"	"10"	"3"	0	"S10C4T3"	0	NA	NA	"q"	688	15911	""
"1072"	"6"	"172"	"1"	"x"	"4"	"10"	"3"	1	"S10C4T3"	0	NA	NA	"x"	511	9321	"t3"
"1168"	"7"	"88"	"1"	"x"	"4"	"10"	"3"	0	"S10C4T3"	0	NA	NA	"p"	969	14736	""
"1304"	"8"	"44"	"1"	"x"	"4"	"10"	"3"	0	"S10C4T3"	0	NA	NA	"q"	598	32760	""
"1455"	"9"	"15"	"1"	"x"	"4"	"10"	"3"	0	"S10C4T3"	0	NA	NA	"q"	501	22700	""
"1629"	"10"	"9"	"1"	"x"	"4"	"10"	"3"	1	"S10C4T3"	0	NA	NA	"x"	1612	63591	"t3"
"1809"	"11"	"9"	"2"	"x"	"4"	"10"	"3"	0	"S10C4T3"	0	NA	NA	"q"	4255	52040	""
"2069"	"12"	"89"	"2"	"x"	"4"	"10"	"3"	0	"S10C4T3"	0	NA	NA	"m"	2213	82298	""
"2271"	"13"	"111"	"2"	"x"	"4"	"10"	"3"	1	"S10C4T3"	0	NA	NA	"x"	482	33109	""
"2374"	"14"	"34"	"2"	"x"	"4"	"10"	"3"	0	"S10C4T3"	0	NA	NA	"m"	3526	4939	""
"2547"	"15"	"27"	"2"	"x"	"4"	"10"	"3"	1	"S10C4T3"	0	NA	NA	"x"	401	13435	"t3"
"2734"	"16"	"34"	"2"	"x"	"4"	"10"	"3"	0	"S10C4T3"	0	NA	NA	"m"	3526	4939	""
"3007"	"17"	"127"	"2"	"x"	"4"	"10"	"3"	1	"S10C4T3"	0	NA	NA	"x"	1356	81786	"t3"
"3089"	"18"	"29"	"2"	"x"	"4"	"10"	"3"	0	"S10C4T3"	0	NA	NA	"m"	959	3832	""
"3283"	"19"	"43"	"2"	"x"	"4"	"10"	"3"	1	"S10C4T3"	0	NA	NA	"x"	449	43024	"t3"
"3432"	"20"	"12"	"2"	"x"	"4"	"10"	"3"	0	"S10C4T3"	0	NA	NA	"m"	1557	22706	""
"61"	"1"	"61"	"1"	"p"	"1"	"11"	"1"	0	"S11C1T1"	0	NA	NA	"x"	694	22700	""
"336"	"2"	"156"	"1"	"p"	"1"	"11"	"1"	0	"S11C1T1"	0	NA	NA	"m"	575	19394	""
"435"	"3"	"75"	"1"	"p"	"1"	"11"	"1"	0	"S11C1T1"	0	NA	NA	"q"	721	20948	""
"628"	"4"	"88"	"1"	"p"	"1"	"11"	"1"	0	"S11C1T1"	0	NA	NA	"x"	1068	60402	""
"778"	"5"	"58"	"1"	"p"	"1"	"11"	"1"	0	"S11C1T1"	0	NA	NA	"x"	1414	15911	""
"1010"	"6"	"110"	"1"	"p"	"1"	"11"	"1"	1	"S11C1T1"	0	NA	NA	"p"	1039	9321	"t1"
"1149"	"7"	"69"	"1"	"p"	"1"	"11"	"1"	0	"S11C1T1"	0	NA	NA	"m"	1544	14736	""
"1262"	"8"	"2"	"1"	"p"	"1"	"11"	"1"	0	"S11C1T1"	0	NA	NA	"m"	1323	32760	""
"1501"	"9"	"61"	"1"	"p"	"1"	"11"	"1"	0	"S11C1T1"	0	NA	NA	"x"	694	22700	""
"1677"	"10"	"57"	"1"	"p"	"1"	"11"	"1"	1	"S11C1T1"	0	NA	NA	"p"	2758	63591	"t1"
"1940"	"11"	"140"	"2"	"p"	"1"	"11"	"1"	0	"S11C1T1"	0	NA	NA	"m"	1004	52040	""
"2158"	"12"	"178"	"2"	"p"	"1"	"11"	"1"	0	"S11C1T1"	0	NA	NA	"m"	2457	82298	""
"2319"	"13"	"159"	"2"	"p"	"1"	"11"	"1"	0	"S11C1T1"	0	NA	NA	"q"	1610	33109	""
"2378"	"14"	"38"	"2"	"p"	"1"	"11"	"1"	0	"S11C1T1"	0	NA	NA	"q"	1653	4939	""
"2688"	"15"	"168"	"2"	"p"	"1"	"11"	"1"	0	"S11C1T1"	0	NA	NA	"x"	455	13435	""
"2738"	"16"	"38"	"2"	"p"	"1"	"11"	"1"	0	"S11C1T1"	0	NA	NA	"q"	1653	4939	""
"2933"	"17"	"53"	"2"	"p"	"1"	"11"	"1"	0	"S11C1T1"	0	NA	NA	"q"	2175	81786	""
"3231"	"18"	"171"	"2"	"p"	"1"	"11"	"1"	0	"S11C1T1"	0	NA	NA	"q"	780	3832	""
"3269"	"19"	"29"	"2"	"p"	"1"	"11"	"1"	0	"S11C1T1"	0	NA	NA	"q"	433	43024	""
"3528"	"20"	"108"	"2"	"p"	"1"	"11"	"1"	0	"S11C1T1"	0	NA	NA	"q"	1029	22706	""
"66"	"1"	"66"	"1"	"p"	"1"	"11"	"2"	0	"S11C1T2"	0	NA	NA	"q"	456	22700	"t2"
"247"	"2"	"67"	"1"	"p"	"1"	"11"	"2"	0	"S11C1T2"	0	NA	NA	"m"	860	19394	""
"491"	"3"	"131"	"1"	"p"	"1"	"11"	"2"	0	"S11C1T2"	0	NA	NA	"m"	814	20948	""
"629"	"4"	"89"	"1"	"p"	"1"	"11"	"2"	1	"S11C1T2"	0	NA	NA	"p"	1646	60402	"t2"
"895"	"5"	"175"	"1"	"p"	"1"	"11"	"2"	1	"S11C1T2"	0	NA	NA	"p"	992	15911	"t2"
"1011"	"6"	"111"	"1"	"p"	"1"	"11"	"2"	1	"S11C1T2"	0	NA	NA	"p"	418	9321	"t2"
"1204"	"7"	"124"	"1"	"p"	"1"	"11"	"2"	0	"S11C1T2"	0	NA	NA	"q"	688	14736	""
"1402"	"8"	"142"	"1"	"p"	"1"	"11"	"2"	0	"S11C1T2"	0	NA	NA	"q"	666	32760	""
"1506"	"9"	"66"	"1"	"p"	"1"	"11"	"2"	0	"S11C1T2"	0	NA	NA	"q"	456	22700	""
"1734"	"10"	"114"	"1"	"p"	"1"	"11"	"2"	0	"S11C1T2"	0	NA	NA	"q"	1217	63591	""
"1826"	"11"	"26"	"2"	"p"	"1"	"11"	"2"	0	"S11C1T2"	0	NA	NA	"m"	1625	52040	""
"2057"	"12"	"77"	"2"	"p"	"1"	"11"	"2"	0	"S11C1T2"	0	NA	NA	"m"	466	82298	""
"2197"	"13"	"37"	"2"	"p"	"1"	"11"	"2"	0	"S11C1T2"	0	NA	NA	"q"	1747	33109	""
"2409"	"14"	"69"	"2"	"p"	"1"	"11"	"2"	0	"S11C1T2"	0	NA	NA	"m"	2704	4939	""
"2612"	"15"	"92"	"2"	"p"	"1"	"11"	"2"	0	"S11C1T2"	0	NA	NA	"m"	562	13435	""
"2769"	"16"	"69"	"2"	"p"	"1"	"11"	"2"	0	"S11C1T2"	0	NA	NA	"m"	2704	4939	""
"2998"	"17"	"118"	"2"	"p"	"1"	"11"	"2"	1	"S11C1T2"	0	NA	NA	"p"	1203	81786	"t2"
"3100"	"18"	"40"	"2"	"p"	"1"	"11"	"2"	1	"S11C1T2"	0	NA	NA	"p"	707	3832	"t2"
"3277"	"19"	"37"	"2"	"p"	"1"	"11"	"2"	0	"S11C1T2"	0	NA	NA	"m"	658	43024	""
"3596"	"20"	"176"	"2"	"p"	"1"	"11"	"2"	0	"S11C1T2"	0	NA	NA	"x"	940	22706	""
"160"	"1"	"160"	"1"	"p"	"1"	"11"	"3"	1	"S11C1T3"	0	NA	NA	"p"	423	22700	"t3"
"356"	"2"	"176"	"1"	"p"	"1"	"11"	"3"	1	"S11C1T3"	0	NA	NA	"p"	970	19394	"t3"
"513"	"3"	"153"	"1"	"p"	"1"	"11"	"3"	1	"S11C1T3"	0	NA	NA	"p"	329	20948	"t3"
"568"	"4"	"28"	"1"	"p"	"1"	"11"	"3"	0	"S11C1T3"	0	NA	NA	"m"	763	60402	""
"891"	"5"	"171"	"1"	"p"	"1"	"11"	"3"	1	"S11C1T3"	0	NA	NA	"p"	1022	15911	"t3"
"1059"	"6"	"159"	"1"	"p"	"1"	"11"	"3"	1	"S11C1T3"	0	NA	NA	"p"	467	9321	"t3"
"1103"	"7"	"23"	"1"	"p"	"1"	"11"	"3"	1	"S11C1T3"	0	NA	NA	"p"	784	14736	""
"1267"	"8"	"7"	"1"	"p"	"1"	"11"	"3"	0	"S11C1T3"	0	NA	NA	"m"	1794	32760	"t3"
"1600"	"9"	"160"	"1"	"p"	"1"	"11"	"3"	1	"S11C1T3"	0	NA	NA	"p"	423	22700	"t3"
"1675"	"10"	"55"	"1"	"p"	"1"	"11"	"3"	0	"S11C1T3"	0	NA	NA	"q"	876	63591	""
"1856"	"11"	"56"	"2"	"p"	"1"	"11"	"3"	1	"S11C1T3"	0	NA	NA	"p"	1148	52040	"t3"
"2105"	"12"	"125"	"2"	"p"	"1"	"11"	"3"	0	"S11C1T3"	0	NA	NA	"q"	230	82298	""
"2248"	"13"	"88"	"2"	"p"	"1"	"11"	"3"	0	"S11C1T3"	0	NA	NA	"q"	1147	33109	""
"2355"	"14"	"15"	"2"	"p"	"1"	"11"	"3"	1	"S11C1T3"	0	NA	NA	"p"	2690	4939	"t3"
"2590"	"15"	"70"	"2"	"p"	"1"	"11"	"3"	1	"S11C1T3"	0	NA	NA	"p"	365	13435	"t3"
"2715"	"16"	"15"	"2"	"p"	"1"	"11"	"3"	1	"S11C1T3"	0	NA	NA	"p"	2690	4939	"t3"
"2951"	"17"	"71"	"2"	"p"	"1"	"11"	"3"	1	"S11C1T3"	0	NA	NA	"p"	1021	81786	"t3"
"3230"	"18"	"170"	"2"	"p"	"1"	"11"	"3"	0	"S11C1T3"	0	NA	NA	"m"	476	3832	""
"3364"	"19"	"124"	"2"	"p"	"1"	"11"	"3"	1	"S11C1T3"	0	NA	NA	"p"	159	43024	"t3"
"3447"	"20"	"27"	"2"	"p"	"1"	"11"	"3"	1	"S11C1T3"	0	NA	NA	"p"	1098	22706	"t3"
"154"	"1"	"154"	"1"	"q"	"2"	"11"	"1"	1	"S11C2T1"	0	NA	NA	"q"	433	22700	"t1"
"238"	"2"	"58"	"1"	"q"	"2"	"11"	"1"	0	"S11C2T1"	0	NA	NA	"x"	900	19394	""
"492"	"3"	"132"	"1"	"q"	"2"	"11"	"1"	1	"S11C2T1"	0	NA	NA	"q"	471	20948	"t1"
"650"	"4"	"110"	"1"	"q"	"2"	"11"	"1"	1	"S11C2T1"	0	NA	NA	"q"	701	60402	"t1"
"883"	"5"	"163"	"1"	"q"	"2"	"11"	"1"	0	"S11C2T1"	0	NA	NA	"x"	1751	15911	""
"1031"	"6"	"131"	"1"	"q"	"2"	"11"	"1"	0	"S11C2T1"	0	NA	NA	"x"	937	9321	""
"1217"	"7"	"137"	"1"	"q"	"2"	"11"	"1"	0	"S11C2T1"	0	NA	NA	"x"	2770	14736	""
"1424"	"8"	"164"	"1"	"q"	"2"	"11"	"1"	0	"S11C2T1"	0	NA	NA	"x"	947	32760	""
"1594"	"9"	"154"	"1"	"q"	"2"	"11"	"1"	1	"S11C2T1"	0	NA	NA	"q"	433	22700	"t1"
"1789"	"10"	"169"	"1"	"q"	"2"	"11"	"1"	1	"S11C2T1"	0	NA	NA	"q"	2342	63591	"t1"
"1817"	"11"	"17"	"2"	"q"	"2"	"11"	"1"	0	"S11C2T1"	0	NA	NA	"m"	5173	52040	""
"2041"	"12"	"61"	"2"	"q"	"2"	"11"	"1"	0	"S11C2T1"	0	NA	NA	"m"	448	82298	""
"2333"	"13"	"173"	"2"	"q"	"2"	"11"	"1"	1	"S11C2T1"	0	NA	NA	"q"	686	33109	""
"2368"	"14"	"28"	"2"	"q"	"2"	"11"	"1"	0	"S11C2T1"	0	NA	NA	"x"	4473	4939	""
"2668"	"15"	"148"	"2"	"q"	"2"	"11"	"1"	0	"S11C2T1"	0	NA	NA	"x"	492	13435	""
"2728"	"16"	"28"	"2"	"q"	"2"	"11"	"1"	0	"S11C2T1"	0	NA	NA	"x"	4473	4939	""
"2904"	"17"	"24"	"2"	"q"	"2"	"11"	"1"	1	"S11C2T1"	0	NA	NA	"q"	1504	81786	"t1"
"3158"	"18"	"98"	"2"	"q"	"2"	"11"	"1"	0	"S11C2T1"	0	NA	NA	"x"	854	3832	""
"3392"	"19"	"152"	"2"	"q"	"2"	"11"	"1"	1	"S11C2T1"	0	NA	NA	"q"	306	43024	"t1"
"3518"	"20"	"98"	"2"	"q"	"2"	"11"	"1"	1	"S11C2T1"	0	NA	NA	"q"	1028	22706	""
"29"	"1"	"29"	"1"	"q"	"2"	"11"	"2"	1	"S11C2T2"	0	NA	NA	"q"	852	22700	"t2"
"272"	"2"	"92"	"1"	"q"	"2"	"11"	"2"	1	"S11C2T2"	0	NA	NA	"q"	816	19394	"t2"
"508"	"3"	"148"	"1"	"q"	"2"	"11"	"2"	1	"S11C2T2"	0	NA	NA	"q"	248	20948	"t2"
"687"	"4"	"147"	"1"	"q"	"2"	"11"	"2"	1	"S11C2T2"	0	NA	NA	"q"	1317	60402	"t2"
"856"	"5"	"136"	"1"	"q"	"2"	"11"	"2"	1	"S11C2T2"	0	NA	NA	"q"	1107	15911	"t2"
"1013"	"6"	"113"	"1"	"q"	"2"	"11"	"2"	1	"S11C2T2"	0	NA	NA	"q"	421	9321	"t2"
"1242"	"7"	"162"	"1"	"q"	"2"	"11"	"2"	1	"S11C2T2"	0	NA	NA	"q"	1179	14736	""
"1393"	"8"	"133"	"1"	"q"	"2"	"11"	"2"	1	"S11C2T2"	0	NA	NA	"q"	1196	32760	"t2"
"1469"	"9"	"29"	"1"	"q"	"2"	"11"	"2"	1	"S11C2T2"	0	NA	NA	"q"	852	22700	"t2"
"1630"	"10"	"10"	"1"	"q"	"2"	"11"	"2"	1	"S11C2T2"	0	NA	NA	"q"	1048	63591	"t2"
"1916"	"11"	"116"	"2"	"q"	"2"	"11"	"2"	1	"S11C2T2"	0	NA	NA	"q"	965	52040	"t2"
"2027"	"12"	"47"	"2"	"q"	"2"	"11"	"2"	1	"S11C2T2"	0	NA	NA	"q"	1356	82298	""
"2312"	"13"	"152"	"2"	"q"	"2"	"11"	"2"	1	"S11C2T2"	0	NA	NA	"q"	1227	33109	""
"2361"	"14"	"21"	"2"	"q"	"2"	"11"	"2"	0	"S11C2T2"	0	NA	NA	"x"	3028	4939	""
"2615"	"15"	"95"	"2"	"q"	"2"	"11"	"2"	1	"S11C2T2"	0	NA	NA	"q"	404	13435	"t2"
"2721"	"16"	"21"	"2"	"q"	"2"	"11"	"2"	0	"S11C2T2"	0	NA	NA	"x"	3028	4939	""
"2981"	"17"	"101"	"2"	"q"	"2"	"11"	"2"	0	"S11C2T2"	0	NA	NA	"x"	830	81786	""
"3203"	"18"	"143"	"2"	"q"	"2"	"11"	"2"	0	"S11C2T2"	0	NA	NA	"x"	1536	3832	""
"3289"	"19"	"49"	"2"	"q"	"2"	"11"	"2"	0	"S11C2T2"	0	NA	NA	"x"	420	43024	""
"3493"	"20"	"73"	"2"	"q"	"2"	"11"	"2"	1	"S11C2T2"	0	NA	NA	"q"	835	22706	"t2"
"124"	"1"	"124"	"1"	"q"	"2"	"11"	"3"	1	"S11C2T3"	0	NA	NA	"q"	278	22700	"t3"
"320"	"2"	"140"	"1"	"q"	"2"	"11"	"3"	1	"S11C2T3"	0	NA	NA	"q"	609	19394	"t3"
"368"	"3"	"8"	"1"	"q"	"2"	"11"	"3"	1	"S11C2T3"	0	NA	NA	"q"	500	20948	"t3"
"562"	"4"	"22"	"1"	"q"	"2"	"11"	"3"	0	"S11C2T3"	0	NA	NA	"x"	1053	60402	""
"871"	"5"	"151"	"1"	"q"	"2"	"11"	"3"	1	"S11C2T3"	0	NA	NA	"q"	891	15911	"t3"
"1008"	"6"	"108"	"1"	"q"	"2"	"11"	"3"	1	"S11C2T3"	0	NA	NA	"q"	363	9321	"t3"
"1097"	"7"	"17"	"1"	"q"	"2"	"11"	"3"	0	"S11C2T3"	0	NA	NA	"p"	854	14736	""
"1389"	"8"	"129"	"1"	"q"	"2"	"11"	"3"	0	"S11C2T3"	0	NA	NA	"x"	926	32760	""
"1564"	"9"	"124"	"1"	"q"	"2"	"11"	"3"	1	"S11C2T3"	0	NA	NA	"q"	278	22700	"t3"
"1643"	"10"	"23"	"1"	"q"	"2"	"11"	"3"	1	"S11C2T3"	0	NA	NA	"q"	561	63591	"t3"
"1891"	"11"	"91"	"2"	"q"	"2"	"11"	"3"	0	"S11C2T3"	0	NA	NA	"x"	1024	52040	""
"2017"	"12"	"37"	"2"	"q"	"2"	"11"	"3"	0	"S11C2T3"	0	NA	NA	"x"	2320	82298	""
"2184"	"13"	"24"	"2"	"q"	"2"	"11"	"3"	1	"S11C2T3"	0	NA	NA	"q"	2012	33109	""
"2474"	"14"	"134"	"2"	"q"	"2"	"11"	"3"	1	"S11C2T3"	0	NA	NA	"q"	2399	4939	"t3"
"2519"	"14"	"179"	"2"	"q"	"2"	"11"	"3"	1	"S11C2T3"	0	NA	NA	"q"	198	13435	"t3"
"2834"	"16"	"134"	"2"	"q"	"2"	"11"	"3"	1	"S11C2T3"	0	NA	NA	"q"	2399	4939	"t3"
"2996"	"17"	"116"	"2"	"q"	"2"	"11"	"3"	1	"S11C2T3"	0	NA	NA	"q"	1350	81786	"t3"
"3229"	"18"	"169"	"2"	"q"	"2"	"11"	"3"	0	"S11C2T3"	0	NA	NA	"x"	585	3832	""
"3362"	"19"	"122"	"2"	"q"	"2"	"11"	"3"	0	"S11C2T3"	0	NA	NA	"p"	263	43024	""
"3433"	"20"	"13"	"2"	"q"	"2"	"11"	"3"	1	"S11C2T3"	0	NA	NA	"q"	867	22706	"t3"
"90"	"1"	"90"	"1"	"m"	"3"	"11"	"1"	1	"S11C3T1"	0	NA	NA	"m"	443	22700	"t1"
"198"	"2"	"18"	"1"	"m"	"3"	"11"	"1"	0	"S11C3T1"	0	NA	NA	"q"	1147	19394	""
"379"	"3"	"19"	"1"	"m"	"3"	"11"	"1"	0	"S11C3T1"	0	NA	NA	"q"	433	20948	""
"601"	"4"	"61"	"1"	"m"	"3"	"11"	"1"	0	"S11C3T1"	0	NA	NA	"q"	1393	60402	""
"755"	"5"	"35"	"1"	"m"	"3"	"11"	"1"	0	"S11C3T1"	0	NA	NA	"q"	1041	15911	""
"1056"	"6"	"156"	"1"	"m"	"3"	"11"	"1"	0	"S11C3T1"	0	NA	NA	"x"	1309	9321	""
"1243"	"7"	"163"	"1"	"m"	"3"	"11"	"1"	0	"S11C3T1"	0	NA	NA	"x"	1829	14736	""
"1396"	"8"	"136"	"1"	"m"	"3"	"11"	"1"	0	"S11C3T1"	0	NA	NA	"x"	874	32760	""
"1530"	"9"	"90"	"1"	"m"	"3"	"11"	"1"	1	"S11C3T1"	0	NA	NA	"m"	443	22700	"t1"
"1771"	"10"	"151"	"1"	"m"	"3"	"11"	"1"	1	"S11C3T1"	0	NA	NA	"m"	3316	63591	"t1"
"1832"	"11"	"32"	"2"	"m"	"3"	"11"	"1"	0	"S11C3T1"	0	NA	NA	"q"	1319	52040	""
"2117"	"12"	"137"	"2"	"m"	"3"	"11"	"1"	0	"S11C3T1"	0	NA	NA	"p"	1242	82298	""
"2240"	"13"	"80"	"2"	"m"	"3"	"11"	"1"	0	"S11C3T1"	0	NA	NA	"p"	1641	33109	""
"2437"	"14"	"97"	"2"	"m"	"3"	"11"	"1"	0	"S11C3T1"	0	NA	NA	"q"	2870	4939	""
"2520"	"14"	"180"	"2"	"m"	"3"	"11"	"1"	0	"S11C3T1"	0	NA	NA	"q"	944	13435	""
"2797"	"16"	"97"	"2"	"m"	"3"	"11"	"1"	0	"S11C3T1"	0	NA	NA	"q"	2870	4939	""
"3040"	"17"	"160"	"2"	"m"	"3"	"11"	"1"	0	"S11C3T1"	0	NA	NA	"x"	1776	81786	""
"3131"	"18"	"71"	"2"	"m"	"3"	"11"	"1"	0	"S11C3T1"	0	NA	NA	"q"	621	3832	""
"3253"	"19"	"13"	"2"	"m"	"3"	"11"	"1"	1	"S11C3T1"	0	NA	NA	"m"	2166	43024	"t1"
"3550"	"20"	"130"	"2"	"m"	"3"	"11"	"1"	0	"S11C3T1"	0	NA	NA	"q"	1167	22706	""
"62"	"1"	"62"	"1"	"m"	"3"	"11"	"2"	0	"S11C3T2"	0	NA	NA	"x"	582	22700	""
"270"	"2"	"90"	"1"	"m"	"3"	"11"	"2"	0	"S11C3T2"	0	NA	NA	"x"	786	19394	""
"378"	"3"	"18"	"1"	"m"	"3"	"11"	"2"	0	"S11C3T2"	0	NA	NA	"q"	448	20948	""
"645"	"4"	"105"	"1"	"m"	"3"	"11"	"2"	0	"S11C3T2"	0	NA	NA	"q"	771	60402	""
"767"	"5"	"47"	"1"	"m"	"3"	"11"	"2"	0	"S11C3T2"	0	NA	NA	"q"	1208	15911	""
"969"	"6"	"69"	"1"	"m"	"3"	"11"	"2"	0	"S11C3T2"	0	NA	NA	"p"	518	9321	""
"1161"	"7"	"81"	"1"	"m"	"3"	"11"	"2"	0	"S11C3T2"	0	NA	NA	"p"	1613	14736	""
"1314"	"8"	"54"	"1"	"m"	"3"	"11"	"2"	0	"S11C3T2"	0	NA	NA	"x"	842	32760	""
"1502"	"9"	"62"	"1"	"m"	"3"	"11"	"2"	0	"S11C3T2"	0	NA	NA	"x"	582	22700	""
"1750"	"10"	"130"	"1"	"m"	"3"	"11"	"2"	0	"S11C3T2"	0	NA	NA	"p"	418	63591	""
"1897"	"11"	"97"	"2"	"m"	"3"	"11"	"2"	0	"S11C3T2"	0	NA	NA	"p"	2016	52040	""
"2144"	"12"	"164"	"2"	"m"	"3"	"11"	"2"	0	"S11C3T2"	0	NA	NA	"q"	286	82298	""
"2285"	"13"	"125"	"2"	"m"	"3"	"11"	"2"	0	"S11C3T2"	0	NA	NA	"p"	679	33109	""
"2481"	"14"	"141"	"2"	"m"	"3"	"11"	"2"	0	"S11C3T2"	0	NA	NA	"x"	2758	4939	""
"2651"	"15"	"131"	"2"	"m"	"3"	"11"	"2"	0	"S11C3T2"	0	NA	NA	"q"	451	13435	""
"2841"	"16"	"141"	"2"	"m"	"3"	"11"	"2"	0	"S11C3T2"	0	NA	NA	"x"	2758	4939	""
"2991"	"17"	"111"	"2"	"m"	"3"	"11"	"2"	0	"S11C3T2"	0	NA	NA	"q"	1003	81786	""
"3085"	"18"	"25"	"2"	"m"	"3"	"11"	"2"	0	"S11C3T2"	0	NA	NA	"x"	743	3832	""
"3266"	"19"	"26"	"2"	"m"	"3"	"11"	"2"	0	"S11C3T2"	0	NA	NA	"x"	453	43024	""
"3543"	"20"	"123"	"2"	"m"	"3"	"11"	"2"	0	"S11C3T2"	0	NA	NA	"x"	1397	22706	""
"140"	"1"	"140"	"1"	"m"	"3"	"11"	"3"	1	"S11C3T3"	0	NA	NA	"m"	737	22700	"t3"
"187"	"2"	"7"	"1"	"m"	"3"	"11"	"3"	1	"S11C3T3"	0	NA	NA	"m"	1024	19394	"t3"
"399"	"3"	"39"	"1"	"m"	"3"	"11"	"3"	0	"S11C3T3"	0	NA	NA	"p"	382	20948	""
"623"	"4"	"83"	"1"	"m"	"3"	"11"	"3"	1	"S11C3T3"	0	NA	NA	"m"	565	60402	"t3"
"729"	"5"	"9"	"1"	"m"	"3"	"11"	"3"	0	"S11C3T3"	0	NA	NA	"p"	1301	15911	""
"967"	"6"	"67"	"1"	"m"	"3"	"11"	"3"	0	"S11C3T3"	0	NA	NA	"x"	3441	9321	""
"1209"	"7"	"129"	"1"	"m"	"3"	"11"	"3"	0	"S11C3T3"	0	NA	NA	"q"	1355	14736	""
"1435"	"8"	"175"	"1"	"m"	"3"	"11"	"3"	0	"S11C3T3"	0	NA	NA	"p"	781	32760	""
"1580"	"9"	"140"	"1"	"m"	"3"	"11"	"3"	1	"S11C3T3"	0	NA	NA	"m"	737	22700	"t3"
"1759"	"10"	"139"	"1"	"m"	"3"	"11"	"3"	0	"S11C3T3"	0	NA	NA	"p"	528	63591	""
"1924"	"11"	"124"	"2"	"m"	"3"	"11"	"3"	0	"S11C3T3"	0	NA	NA	"q"	1069	52040	""
"1981"	"12"	"1"	"2"	"m"	"3"	"11"	"3"	0	"S11C3T3"	0	NA	NA	"q"	8192	82298	""
"2264"	"13"	"104"	"2"	"m"	"3"	"11"	"3"	0	"S11C3T3"	0	NA	NA	"q"	1901	33109	""
"2441"	"14"	"101"	"2"	"m"	"3"	"11"	"3"	1	"S11C3T3"	0	NA	NA	"m"	3180	4939	"t3"
"2523"	"15"	"3"	"2"	"m"	"3"	"11"	"3"	0	"S11C3T3"	0	NA	NA	"p"	455	13435	""
"2801"	"16"	"101"	"2"	"m"	"3"	"11"	"3"	1	"S11C3T3"	0	NA	NA	"m"	3180	4939	"t3"
"2992"	"17"	"112"	"2"	"m"	"3"	"11"	"3"	0	"S11C3T3"	0	NA	NA	"p"	1575	81786	""
"3113"	"18"	"53"	"2"	"m"	"3"	"11"	"3"	1	"S11C3T3"	0	NA	NA	"m"	381	3832	"t3"
"3311"	"19"	"71"	"2"	"m"	"3"	"11"	"3"	0	"S11C3T3"	0	NA	NA	"p"	517	43024	""
"3483"	"20"	"63"	"2"	"m"	"3"	"11"	"3"	0	"S11C3T3"	0	NA	NA	"p"	938	22706	""
"91"	"1"	"91"	"1"	"x"	"4"	"11"	"1"	1	"S11C4T1"	0	NA	NA	"x"	763	22700	"t1"
"335"	"2"	"155"	"1"	"x"	"4"	"11"	"1"	0	"S11C4T1"	0	NA	NA	"m"	1025	19394	""
"484"	"3"	"124"	"1"	"x"	"4"	"11"	"1"	0	"S11C4T1"	0	NA	NA	"q"	367	20948	""
"704"	"4"	"164"	"1"	"x"	"4"	"11"	"1"	0	"S11C4T1"	0	NA	NA	"m"	769	60402	""
"785"	"5"	"65"	"1"	"x"	"4"	"11"	"1"	0	"S11C4T1"	0	NA	NA	"q"	996	15911	""
"1012"	"6"	"112"	"1"	"x"	"4"	"11"	"1"	1	"S11C4T1"	0	NA	NA	"x"	737	9321	"t1"
"1188"	"7"	"108"	"1"	"x"	"4"	"11"	"1"	0	"S11C4T1"	0	NA	NA	"q"	2238	14736	""
"1381"	"8"	"121"	"1"	"x"	"4"	"11"	"1"	0	"S11C4T1"	0	NA	NA	"q"	630	32760	""
